broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-K49328571-001-15-0	BRD-K49328571	dasatinib	ZBNZXTGUTAYRHI	Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor	ABL1|ABL2|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|STAT5B|YES1	broad_id_20170327	Launched		
BRD-K49350383-001-13-7	BRD-K49350383	thioguanine	WYWHKKSPHMUBEB	purine antagonist	IMPDH1|IMPDH2	broad_id_20170327	Launched		
BRD-K49404994-001-10-9	BRD-K49404994	levetiracetam	HPHUVLMMVZITSG	calcium channel blocker	CACNA1B|SCN1A|SV2A	broad_id_20170327	Launched		
BRD-K49456274-001-01-9	BRD-K49456274	pilaralisib	QINPEPAQOBZPOF	PI3K inhibitor		broad_id_20170327	Phase 2		
BRD-K49504902-001-01-6	BRD-K49504902	SEP-227900	MMAIBGHDBYQYDI	D-amino acid oxidase Inhibitor	DAO	broad_id_20170327	Phase 1		
BRD-K49555808-001-03-9	BRD-K49555808	BMS-707035	VNIWZCGZPBJWBI	HIV integrase inhibitor		broad_id_20170327	Phase 2		
BRD-K49671696-045-08-5	BRD-K49671696	ketanserin	FPCCSQOGAWCVBH	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2	broad_id_20170327	Launched		
BRD-K49685476-001-15-9	BRD-K49685476	TTNPB	FOIVPCKZDPCJJY	retinoid receptor agonist	RARA|RARB|RARG	broad_id_20170327	Phase 1		
BRD-K49807096-003-15-5	BRD-K49807096	benazepril	XPCFTKFZXHTYIP	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K49840922-001-05-1	BRD-K49840922	etofylline-clofibrate	KYAKGJDISSNVPZ	platelet aggregation inhibitor	PPARA	broad_id_20170327	Launched		
BRD-K49865102-001-08-4	BRD-K49865102	PD-0325901	SUDAHWBOROXANE	MEK inhibitor	MAP2K1	broad_id_20170327	Phase 2		
BRD-K50031829-001-01-6	BRD-K50031829	PF-04447943	IWXUVYOOUMLUTQ	phosphodiesterase inhibitor	PDE9A	broad_id_20170327	Phase 2		
BRD-K50133271-001-18-7	BRD-K50133271	tolfenamic-acid	YEZNLOUZAIOMLT	cyclooxygenase inhibitor|prostanoid receptor antagonist		broad_id_20170327	Launched		
BRD-K50163129-001-01-4	BRD-K50163129	acrivastine	PWACSDKDOHSSQD	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-K50168500-001-07-9	BRD-K50168500	canertinib	OMZCMEYTWSXEPZ	EGFR inhibitor	AKT1|EGFR|ERBB2|ERBB4	broad_id_20170327	Phase 3		
BRD-K50398167-236-22-7	BRD-K50398167	meclofenamic-acid	SBDNJUWAMKYJOX	cyclooxygenase inhibitor|prostanoid receptor antagonist	ALOX5|CNR1|KCNQ2|KCNQ3|PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K50422030-001-05-3	BRD-K50422030	clomethiazole	PCLITLDOTJTVDJ	GABA receptor antagonist|GABA receptor modulator	GABRA1	broad_id_20170327	Launched		
BRD-K50498985-001-03-3	BRD-K50498985	taladegib	SZBGQDXLNMELTB	smoothened receptor antagonist	DHH|IHH|SMO	broad_id_20170327	Phase 2		
BRD-K50564936-001-01-6	BRD-K50564936	E-2012	PUOAETJYKQITMO	gamma secretase modulator	APH1A|APH1B|PSENEN	broad_id_20170327	Phase 1		
BRD-K50590187-001-19-9	BRD-K50590187	capsaicin	YKPUWZUDDOIDPM	TRPV agonist	CFTR|TRPV1	broad_id_20170327	Launched		
BRD-K50691590-001-02-2	BRD-K50691590	bortezomib	GXJABQQUPOEUTA	NFkB pathway inhibitor|proteasome inhibitor	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA	deprecated_broad_id_20180907	Launched		
BRD-K50859149-001-19-5	BRD-K50859149	sulfafurazole	NHUHCSRWZMLRLA	bacterial antifolate		broad_id_20170327	Launched		
BRD-K50938287-036-13-8	BRD-K50938287	sumatriptan	KQKPFRSPSRPDEB	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR5A|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K51033547-003-02-6	BRD-K51033547		TVYLLZQTGLZFBW			broad_id_20170327			
BRD-K51040301-001-02-1	BRD-K51040301	cobicistat	ZCIGNRJZKPOIKD	cytochrome P450 inhibitor	CYP3A4|CYP3A43|CYP3A5|CYP3A7	broad_id_20170327	Launched		
BRD-K51087630-001-01-6	BRD-K51087630	tirasemtiv	RSQGZEAXODVTOL	troponin activator		broad_id_20170327	Phase 2		
BRD-K51143828-003-03-1	BRD-K51143828	lurasidone	PQXKDMSYBGKCJA	dopamine receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2C|DRD2|HTR1A|HTR2A|HTR7	broad_id_20170327	Launched		
BRD-K51263939-001-08-6	BRD-K51263939	sarcosine	FSYKKLYZXJSNPZ	glycine transporter inhibitor	SLC6A9	broad_id_20170327	Phase 2		
BRD-K51313569-003-03-3	BRD-K51313569	palbociclib	AHJRHEGDXFFMBM	CDK inhibitor	CDK4|CDK6	broad_id_20170327	Launched		
BRD-K51324732-001-01-0	BRD-K51324732	meglitinide	SWLAMJPTOQZTAE	potassium channel blocker	CCR2	broad_id_20170327	Phase 2		
BRD-K51333959-003-01-3	BRD-K51333959	siramesine	XWAONOGAGZNUSF	sigma receptor antagonist	ADRA1A|ADRA1B|ADRA1D	broad_id_20170327	Phase 2		
BRD-K51350053-048-16-5	BRD-K51350053	toremifene	XFCLJVABOIYOMF	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1	broad_id_20170327	Launched		
BRD-K51485625-001-08-4	BRD-K51485625	ritonavir	NCDNCNXCDXHOMX	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP3A4|CYP3A5|CYP3A7	broad_id_20170327	Launched		
BRD-K51544265-001-04-2	BRD-K51544265	cabozantinib	ONIQOQHATWINJY	RET tyrosine kinase inhibitor|VEGFR inhibitor	KDR|MET|RET	broad_id_20170327	Launched		
BRD-K51662849-001-05-4	BRD-K51662849	ilomastat	NITYDPDXAAFEIT	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9	broad_id_20170327	Phase 3		
BRD-K51677086-001-12-0	BRD-K51677086	erythromycin-ethylsuccinate	NSYZCCDSJNWWJL	cytochrome P450 inhibitor|protein synthesis inhibitor	ABCB1|ALB|CYP3A4|CYP51A1|KCNH2|MLNR|SLC47A1	broad_id_20170327	Launched		
BRD-K51747290-001-13-1	BRD-K51747290	hydroxyurea	VSNHCAURESNICA	ribonucleotide reductase inhibitor	RRM1|RRM2|RRM2B	broad_id_20170327	Launched		
BRD-K51967704-001-03-6	BRD-K51967704	BIIB021	QULDDKSCVCJTPV	HSP inhibitor	HSP90AA1	broad_id_20170327	Phase 2		
BRD-K52020312-001-26-8	BRD-K52020312	metronidazole	VAOCPAMSLUNLGC	DNA inhibitor	CYP2C9|CYP3A4	broad_id_20170327	Launched		
BRD-K52080565-001-09-2	BRD-K52080565		NPAGDVCDWIYMMC			broad_id_20170327			
BRD-K52172416-001-11-4	BRD-K52172416	anastrozole	YBBLVLTVTVSKRW	aromatase inhibitor	CYP19A1	broad_id_20170327	Launched		
BRD-K52183142-001-01-3	BRD-K52183142	pregnenolone	ORNBQBCIOKFOEO	glutamate receptor modulator	SULT2B1	broad_id_20170327	Launched		
BRD-K52233191-001-02-4	BRD-K52233191	R547	JRNJNYBQQYBCLE	CDK inhibitor	CDK1|CDK2|CDK4|CDK7	broad_id_20170327	Phase 1		
BRD-K52313696-001-12-3	BRD-K52313696	tacedinaline	VAZAPHZUAVEOMC	HDAC inhibitor	HDAC1	broad_id_20170327	Phase 3		
BRD-K52618540-001-09-9	BRD-K52618540	inositol	CDAISMWEOUEBRE	insulin sensitizer	CDIPT	broad_id_20170327	Launched		
BRD-K52662033-003-21-2	BRD-K52662033	lidocaine	NNJVILVZKWQKPM	histamine receptor agonist	EGFR|SCN10A|SCN5A|SCN9A	broad_id_20170327	Launched		
BRD-K52751261-001-06-1	BRD-K52751261	TAK-715	HEKAIDKUDLCBRU	p38 MAPK inhibitor	MAPK14	broad_id_20170327	Phase 2		
BRD-K52818472-001-02-2	BRD-K52818472	ivacaftor	PURKAOJPTOLRMP	CFTR channel potentiator	CFTR	broad_id_20170327	Launched		
BRD-K52911425-001-09-8	BRD-K52911425	GDC-0941	LHNIIDJUOCFXAP	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG	broad_id_20170327	Phase 2		
BRD-K52959329-238-01-9	BRD-K52959329	mitiglinide	WPGGHFDDFPHPOB	insulin secretagogue	ABCC8|KCNJ10|PPARG	broad_id_20170327	Launched		
BRD-K52989797-003-26-4	BRD-K52989797	clomipramine	GDLIGKIOYRNHDA	serotonin transporter (SERT) inhibitor	GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched		
BRD-K53061490-003-13-9	BRD-K53061490	ozagrel	SHZKQBHERIJWAO	thromboxane synthase inhibitor	TBXAS1	broad_id_20170327	Launched		
BRD-K53097745-001-01-5	BRD-K53097745	pterostilbene	VLEUZFDZJKSGMX	cyclooxygenase inhibitor|PPAR receptor agonist	PTGS2	broad_id_20170327	Phase 2/Phase 3		
BRD-K53318339-001-24-9	BRD-K53318339	vinpocetine	DDNCQMVWWZOMLN	phosphodiesterase inhibitor|sodium channel blocker	PDE1A|PDE1C	broad_id_20170327	Launched		
BRD-K53414658-001-08-2	BRD-K53414658	tivozanib	SPMVMDHWKHCIDT	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	broad_id_20170327	Launched		
BRD-K53417444-003-03-1	BRD-K53417444	OTS167	DKZYXHCYPUVGAF	maternal embryonic leucine zipper kinase inhibitor	MELK	broad_id_20170327	Phase 1/Phase 2		
BRD-K53508936-001-01-0	BRD-K53508936	CTS-1027	ROSNVSQTEGHUKU	metalloproteinase inhibitor	MMP1|MMP13|MMP2|MMP3|MMP9	broad_id_20170327	Phase 2		
BRD-K53517854-051-01-4	BRD-K53517854	fluvoxamine	CJOFXWAVKWHTFT	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	broad_id_20170327	Launched		
BRD-K53581288-001-02-9	BRD-K53581288	baricitinib	XUZMWHLSFXCVMG	JAK inhibitor	JAK1|JAK2	broad_id_20170327	Launched		
BRD-K53665955-001-03-0	BRD-K53665955	MK-5108	LCVIRAZGMYMNNT	Aurora kinase inhibitor	AURKA|AURKB|AURKC	broad_id_20170327	Phase 1		
BRD-K53737926-003-27-8	BRD-K53737926	amitriptyline	KRMDCWKBEZIMAB	norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotoninânorepinephrine reuptake inhibitor (SNRI)	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C|HTR6|HTR7|KCNA1|KCND2|KCND3|KCNQ2|KCNQ3|NTRK1|NTRK2|OPRD1|OPRK1|OPRM1|SIGMAR1|SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K53765467-001-02-1	BRD-K53765467	empagliflozin	OBWASQILIWPZMG	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2	broad_id_20170327	Launched		
BRD-K53814070-310-01-3	BRD-K53814070	ripasudil	QSKQVZWVLOIIEV	rho associated kinase inhibitor	ROCK1|ROCK2	broad_id_20170327	Launched		
BRD-K53857191-001-22-7	BRD-K53857191	risperidone	RAPZEAPATHNIPO	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K53963539-004-02-0	BRD-K53963539	vortioxetine	YQNWZWMKLDQSAC	serotonin receptor agonist|serotonin receptor antagonist	HTR1A|HTR1B|HTR2A|HTR2C|HTR3A|HTR5A|HTR6|HTR7|SLC6A4	broad_id_20170327	Launched		
BRD-K53972329-001-07-0	BRD-K53972329	ruxolitinib	HFNKQEVNSGCOJV	JAK inhibitor	JAK1|JAK2|JAK3|TYK2	broad_id_20170327	Launched	JAK inhibitor	JAK1|JAK2
BRD-K53979406-003-02-8	BRD-K53979406	ALX-5407	FDORQEIHOKEJNX	glycine transporter inhibitor	SLC6A9	broad_id_20170327	Phase 1		
BRD-K54006094-051-01-7	BRD-K54006094	formoterol	BPZSYCZIITTYBL	adrenergic receptor agonist	ADRB2	broad_id_20170327	Launched		
BRD-K54028654-001-02-6	BRD-K54028654	cabaletta	HDTRYLNUVZCQOY	pharmacological chaperone		broad_id_20170327	Phase 2		
BRD-K54256913-001-08-7	BRD-K54256913	MK-1775	BKWJAKQVGHWELA	WEE1 kinase inhibitor	WEE1	broad_id_20170327	Phase 2		
BRD-K54416256-001-19-9	BRD-K54416256	methimazole	PMRYVIKBURPHAH	antithyroid agent	TPO	broad_id_20170327	Launched		
BRD-K54472332-001-03-4	BRD-K54472332	elvitegravir	JUZYLCPPVHEVSV	HIV integrase inhibitor		broad_id_20170327	Launched		
BRD-K54520417-001-01-2	BRD-K54520417	LXR-623	KYWWJENKIMRJBI	LXR agonist	AR|NR1H2|NR1H3|NR1I2|NR3C1	broad_id_20170327	Phase 1		
BRD-K54640016-001-04-7	BRD-K54640016	WAY-362450	INASOKQDNHHMRE	FXR agonist	NR1H4	broad_id_20170327	Phase 1		
BRD-K54759182-003-08-0	BRD-K54759182	dosulepin	PHTUQLWOUWZIMZ	norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)|tricyclic antidepressant	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K54770957-001-04-3	BRD-K54770957	etoricoxib	MNJVRJDLRVPLFE	cyclooxygenase inhibitor	PTGS2	broad_id_20170327	Launched		
BRD-K54847683-001-03-2	BRD-K54847683	equol	ADFCQWZHKCXPAJ	estrogen receptor agonist	ESR1|ESR2	broad_id_20170327	Launched		
BRD-K54936858-001-01-6	BRD-K54936858	DMP-777	ZSDCIRYNTCVTMF	elastase inhibitor	MPO	broad_id_20170327	Phase 2		
BRD-K55013654-003-02-3	BRD-K55013654		XTTZERNUQAFMOF			broad_id_20170327			
BRD-K55026842-001-01-4	BRD-K55026842	azacitidine	NMUSYJAQQFHJEW	DNA methyltransferase inhibitor	DNMT1|DNMT3A	broad_id_20170327	Launched		
BRD-K55127134-300-11-2	BRD-K55127134	fluphenazine	PLDUPXSUYLZYBN	dopamine receptor antagonist	CALM1|DRD1|DRD2|DRD5|HRH1|HTR2A|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K55191674-237-18-3	BRD-K55191674	benzylpenicillin	JGSARLDLIJGVTE	penicillin binding protein inhibitor		broad_id_20170327	Launched		
BRD-K55250441-001-13-0	BRD-K55250441	sulfadoxine	PJSFRIWCGOHTNF	dihydropteroate synthase inhibitor		broad_id_20170327	Launched		
BRD-K55512740-001-01-6	BRD-K55512740	MK-8033	VMJFTOSOFDEKTM	c-Met inhibitor	MET	broad_id_20170327	Phase 1		
BRD-K55748775-001-02-2	BRD-K55748775	SCH-28080	PYKJFEPAUKAXNN	ATPase inhibitor	ATP4A	broad_id_20170327	Phase 1		
BRD-K55781385-001-01-7	BRD-K55781385	rimegepant	KRNAOFGYEFKHPB	calcitonin antagonist	CALCA	broad_id_20170327	Launched		
BRD-K55847762-304-01-7	BRD-K55847762	lobenzarit	UGDPYGKWIHHBMB	immunosuppressant		broad_id_20170327	Launched		
BRD-K55930204-236-24-3	BRD-K55930204	phenytoin	CXOFVDLJLONNDW	hydantoin antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K55966568-001-05-4	BRD-K55966568	orantinib	NHFDRBXTEDBWCZ	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB	broad_id_20170327	Phase 3		
BRD-K56032964-001-02-1	BRD-K56032964	AP26113	OVDSPTSBIQCAIN	ALK tyrosine kinase receptor inhibitor	ALK|EGFR	broad_id_20170327	Phase 2		
BRD-K56104152-008-04-1	BRD-K56104152	oxiconazole	QRJJEGAJXVEBNE	bacterial cell wall synthesis inhibitor		broad_id_20170327	Launched		
BRD-K56195681-001-01-0	BRD-K56195681	losmapimod	KKYABQBFGDZVNQ	p38 MAPK inhibitor	MAPK14	broad_id_20170327	Phase 3		
BRD-K56291712-001-01-0	BRD-K56291712	voxtalisib	RGHYDLZMTYDBDT	mTOR inhibitor|PI3K inhibitor	MTOR|PIK3CA	broad_id_20170327	Phase 2		
BRD-K56301217-001-07-4	BRD-K56301217	ABT-737	HPLNQCPCUACXLM	BCL inhibitor	BCL2|BCL2L1|BCL2L2	broad_id_20170327	Phase 1/Phase 2		
BRD-K56334280-001-05-1	BRD-K56334280	amonafide	UPALIKSFLSVKIS	topoisomerase inhibitor	TOP2A|TOP2B	broad_id_20170327	Phase 3		
BRD-K56343971-001-10-6	BRD-K56343971	vemurafenib	GPXBXXGIAQBQNI	RAF inhibitor	BRAF|RAF1	broad_id_20170327	Launched		
BRD-K56405753-001-02-4	BRD-K56405753	MK-2461	JGEBLDKNWBUGRZ	FGFR inhibitor|VEGFR inhibitor	FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	broad_id_20170327	Phase 1/Phase 2		
BRD-K56558538-003-11-9	BRD-K56558538	ambroxol	JBDGDEWWOUBZPM	sodium channel blocker	CYP3A4	broad_id_20170327	Launched		
BRD-K56614220-001-19-0	BRD-K56614220	clofazimine	WDQPAMHFFCXSNU	GK0582 inhibitor		broad_id_20170327	Launched		
BRD-K56751279-300-01-4	BRD-K56751279	Y-39983	JTVBXQAYBIJXRP	rho associated kinase inhibitor	ROCK1|ROCK2	broad_id_20170327	Phase 2		
BRD-K56800335-015-04-9	BRD-K56800335	guanaben-acetate	WDZVGELJXXEGPV	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	broad_id_20170327	Launched		
BRD-K56810756-001-03-0	BRD-K56810756	fomepizole	RIKMMFOAQPJVMX	alcohol dehydrogenase inhibitor	ADH1A|ADH1B|ADH1C|AKR1A1|CAT	broad_id_20170327	Launched		
BRD-K56844688-003-01-2	BRD-K56844688	doxorubicin	AOJJSUZBOXZQNB	topoisomerase inhibitor	TOP2A	broad_id_20170327	Launched	topoisomerase inhibitor	CHD1|TOP2A
BRD-K56851771-001-06-8	BRD-K56851771	enzalutamide	WXCXUHSOUPDCQV	androgen receptor antagonist	AR	broad_id_20170327	Launched		
BRD-K56957086-001-06-3	BRD-K56957086	dacinostat	BWDQBBCUWLSASG	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	broad_id_20170327	Phase 1		
BRD-K57041787-001-02-6	BRD-K57041787	dabigatran-etexilate	KSGXQBZTULBEEQ	thrombin inhibitor	F2	broad_id_20170327	Launched		
BRD-K57080016-001-15-9	BRD-K57080016	selumetinib	CYOHGALHFOKKQC	MEK inhibitor	MAP2K1	broad_id_20170327	Phase 3		
BRD-K57169635-001-04-5	BRD-K57169635	dacomitinib	LVXJQMNHJWSHET	EGFR inhibitor	EGFR|ERBB2|ERBB4	broad_id_20170327	Launched		
BRD-K57222227-001-30-1	BRD-K57222227	indomethacin	CGIGDMFJXJATDK	cyclooxygenase inhibitor	GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2|SLC46A1	broad_id_20170327	Launched		
BRD-K57252450-001-02-5	BRD-K57252450	cilengitide	AMLYAMJWYAIXIA	integrin antagonist	ITGAV|ITGB3	broad_id_20170327	Phase 3		
BRD-K57371763-001-01-7	BRD-K57371763	fidaxomicin	ZVGNESXIJDCBKN	RNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-K57432881-003-21-8	BRD-K57432881	tiapride	JTVPZMFULRWINT	dopamine receptor antagonist	DRD2|DRD3	broad_id_20170327	Launched		
BRD-K57545991-050-23-1	BRD-K57545991	enalapril	GBXSMTUPTTWBMN	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K57569181-001-27-5	BRD-K57569181	pentoxifylline	BYPFEZZEUUWMEJ	phosphodiesterase inhibitor	ADORA1|ADORA2A|ADORA2B|ADRA2B|NT5E|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|TNF	broad_id_20170327	Launched		
BRD-K57631554-003-06-2	BRD-K57631554	5-aminolevulinic-acid	ZGXJTSGNIOSYLO	oxidizing agent	ALAD	broad_id_20170327	Launched		
BRD-K57764956-001-02-8	BRD-K57764956	cariprazine	KPWSJANDNDDRMB	dopamine receptor antagonist	DRD2|DRD3	broad_id_20170327	Launched		
BRD-K58010567-003-02-2	BRD-K58010567	vilazodone	SGEGOXDYSFKCPT	serotonin reuptake inhibitor	DRD2|DRD3|HRH1|HTR1A|HTR4|SLC6A4	broad_id_20170327	Launched		
BRD-K58114536-001-01-6	BRD-K58114536	rasagiline	RUOKEQAAGRXIBM	monoamine oxidase inhibitor	BCL2|MAOB	broad_id_20170327	Launched		
BRD-K58211978-001-01-5	BRD-K58211978	roxithromycin	RXZBMPWDPOLZGW	bacterial 50S ribosomal subunit inhibitor	MLNR	broad_id_20170327	Launched		
BRD-K58435339-001-03-0	BRD-K58435339	AT13387	IFRGXKKQHBVPCQ	HSP inhibitor	HSP90AA1	broad_id_20170327	Phase 2		
BRD-K58486055-001-02-7	BRD-K58486055	reparixin	KQDRVXQXKZXMHP	CC chemokine receptor antagonist	CXCR1|CXCR2	broad_id_20170327	Phase 3		
BRD-K58501140-002-01-0	BRD-K58501140	TAK-875	BZCALJIHZVNMGJ	insulin secretagogue	FFAR1	broad_id_20170327	Phase 3		
BRD-K58550667-001-08-7	BRD-K58550667	FK-866	KPBNHDGDUADAGP	niacinamide phosphoribosyltransferase inhibitor	NAMPT	broad_id_20170327	Phase 2		
BRD-K58626373-003-07-8	BRD-K58626373		DBGIVFWFUFKIQN			broad_id_20170327			
BRD-K58736316-001-09-5	BRD-K58736316	cianidanol	PFTAWBLQPZVEMU	fatty acid synthase inhibitor	PTGS1	broad_id_20170327	Withdrawn		
BRD-K58951486-004-01-5	BRD-K58951486	rocuronium	YXRDKMPIGHSVRX	acetylcholine receptor antagonist	CHRM2|CHRNA2|HTR3A	broad_id_20170327	Launched		
BRD-K59013864-001-01-1	BRD-K59013864	AM-24	VAPDZNUFNKUROY	lipoxygenase inhibitor	ALOX5	broad_id_20170327	Phase 2		
BRD-K59037100-001-14-7	BRD-K59037100	oxybenzone	DXGLGDHPHMLXJC	lipase inhibitor	LIPE	broad_id_20170327	Launched		
BRD-K59058766-003-21-9	BRD-K59058766	chlorprothixene	WSPOMRSOLSGNFJ	dopamine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C	broad_id_20170327	Launched		
BRD-K59197931-001-04-5	BRD-K59197931	naproxen	CMWTZPSULFXXJA	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K59227464-334-02-4	BRD-K59227464	LY2228820	XPPBBJCBDOEXDN	p38 MAPK inhibitor	MAPK14	broad_id_20170327	Phase 2		
BRD-K59273480-001-10-6	BRD-K59273480	propentofylline	RBQOQRRFDPXAGN	adenosine reuptake inhibitor|phosphodiesterase inhibitor	PDE1A	broad_id_20170327	Launched		
BRD-K59317601-001-05-5	BRD-K59317601	MLN0128	GYLDXIAOMVERTK	mTOR inhibitor	MTOR|PIK3CA|PIK3CD|PIK3CG	broad_id_20170327	Phase 2		
BRD-K59325863-001-02-8	BRD-K59325863	delanzomib	SJFBTAPEPRWNKH	proteasome inhibitor	CMA1|CTSG|CYP3A4|ELANE	broad_id_20170327	Phase 1/Phase 2		
BRD-K59331299-001-01-2	BRD-K59331299	voglibose	FZNCGRZWXLXZSZ	glucosidase inhibitor	MGAM	broad_id_20170327	Launched		
BRD-K59332007-300-02-7	BRD-K59332007	linopirdine	YEJCDKJIEMIWRQ	potassium channel blocker	KCNQ2|KCNQ3|KCNQ4|KCNQ5	broad_id_20170327	Phase 3		
BRD-K59369769-001-20-3	BRD-K59369769	tozasertib	GCIKSSRWRFVXBI	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	AURKA|AURKB|AURKC|LCK	broad_id_20170327	Phase 2		
BRD-K59433843-001-01-7	BRD-K59433843	ICI-192605	WHUIENZXNGAHQI	thromboxane receptor antagonist	TBXA2R	broad_id_20170327	Phase 2		
BRD-K59436580-001-01-7	BRD-K59436580	tedizolid	XFALPSLJIHVRKE	bacterial 50S ribosomal subunit inhibitor		broad_id_20170327	Launched		
BRD-K59506194-015-04-9	BRD-K59506194	targinine	NTNWOCRCBQPEKQ	nitric oxide synthase inhibitor	NOS3	broad_id_20170327	Phase 3		
BRD-K59524082-001-01-3	BRD-K59524082	maribavir	KJFBVJALEQWJBS	cytomegalovirus inhibitor|protein kinase inhibitor	PYGM	broad_id_20170327	Phase 3		
BRD-K59573506-001-01-8	BRD-K59573506	cyproterone-acetate	UWFYSQMTEOIJJG	androgen receptor antagonist	ADORA1|AR	broad_id_20170327	Launched		
BRD-K59574735-001-11-8	BRD-K59574735	ubenimex	VGGGPCQERPFHOB	leukotriene synthesis inhibitor	LTA4H|RNPEP	broad_id_20170327	Launched		
BRD-K59632282-052-03-1	BRD-K59632282	quinidine	LOUPRKONTZGTKE	sodium channel blocker	KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4	broad_id_20170327	Launched	hemozoin biocrystallization inhibitor	GP9|KCNB2|KCNN4|SLC29A4
BRD-K59715032-362-01-4	BRD-K59715032	pasireotide	VMZMNAABQBOLAK	somatostatin receptor agonist	SSTR1|SSTR2|SSTR3|SSTR5	broad_id_20170327	Launched		
BRD-K59875992-001-01-8	BRD-K59875992	FPL-62064	WKLGNFJHVJIZPK	cyclooxygenase inhibitor|lipoxygenase inhibitor		broad_id_20170327	Phase 2		
BRD-K59929863-001-01-9	BRD-K59929863	CB-10-277	GUAZPUYTLMUTMA	DNA synthesis inhibitor		broad_id_20170327	Phase 1		
