pert_id	pert_iname	moa	target
BRD-K68851986	necrostatin-2	necroptosis inhibitor|RIPK inhibitor	RIPK2
BRD-K73469236	nedaplatin	DNA inhibitor	
BRD-K64716392	nedocromil	histamine receptor antagonist	CYSLTR1|CYSLTR2|FPR1|HSP90AA1|PTGDR
BRD-K90789829	nefazodone	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA1B|ADRA2A|CYP3A4|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A3|SLC6A4
BRD-K65678996	nefiracetam	acetylcholine receptor agonist|benzodiazepine receptor agonist	CHRM1
BRD-K01826512	nefopam	cyclooxygenase inhibitor	
BRD-K84466663	nelarabine	DNA synthesis inhibitor|T cell inhibitor	POLA1
BRD-K74117820	nelfinavir	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7
BRD-K00003315	nelociguat	guanylate cyclase stimulant	
BRD-K00003466	nelotanserin	serotonin receptor inverse agonist	
BRD-K00004662	nemazoline	adrenergic receptor agonist|adrenergic receptor antagonist	
BRD-K00003285	nemiralisib		
BRD-K47289124	nemonapride	dopamine receptor antagonist	DRD2|DRD3|DRD4
BRD-K00003505	nemorexant	orexin receptor antagonist	
BRD-K51911221	nemorubicin	topoisomerase inhibitor	TOP1|TOP2A
BRD-A53539450	neo-gilurytmal		
BRD-K00003712	neohesperidin		
BRD-K61032563	neohesperidin-dihydrochalcone		
BRD-K71013094	neomycin	bacterial 30S ribosomal subunit inhibitor	CXCR4
BRD-K18922609	neostigmine	acetylcholinesterase inhibitor	ACHE
BRD-K04112579	nepafenac	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K09126848	nepicastat	dopamine beta hydroxylase inhibitor	DBH
BRD-K85606544	neratinib	EGFR inhibitor	EGFR|ERBB2|KDR
BRD-K43647122	nerbacadol	cyclooxygenase inhibitor	
BRD-K60212747	neridronic-acid	bone resorption inhibitor	FDPS
BRD-K79989959	nesbuvir	RNA polymerase inhibitor	
BRD-K00003604	netilmicin	protein synthesis inhibitor	
BRD-K97428065	netupitant	tachykinin antagonist	TACR1
BRD-K22631935	neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer	
BRD-K28567778	neuropathiazol	neural stem cell inducer	BMP2|LIF
BRD-K00003470	Neu2000	ionotropic glutamate receptor antagonist	
BRD-K15502390	nevirapine	non-nucleoside reverse transcriptase inhibitor	CYP1A2|CYP2A6|CYP2B6|CYP2C9|CYP2D6|CYP3A4|CYP3A5
BRD-K70402238	nexturastat-A	HDAC inhibitor	HDAC1|HDAC6
BRD-K83354763	NFKB-activation-inhibitor-II	NFkB pathway inhibitor	RELA
BRD-K89223384	NG-nitro-arginine	nitric oxide synthase inhibitor	NOS1|NOS2|NOS3
BRD-K05181084	NGB-2904	dopamine receptor antagonist	DRD3
BRD-K28639661	NGD-94-1	dopamine receptor antagonist	DRD4
BRD-K81779590	NGD-98-2	corticotropin releasing factor receptor antagonist	CRHR1
BRD-K00003490	NGP555	gamma secretase modulator	
BRD-K05653025	NHI-2	lactate dehydrogenase inhibitor	LDHA
BRD-K31086665	NH125	eukaryotic translation elongation factor 2 inhibitor	
BRD-K03042257	NI-57	bromodomain inhibitor	BRD1|BRPF1|BRPF3
BRD-K60237333	niacin	NAD precursor|vitamin B	DGAT2|HCAR1|HCAR2|HCAR3|NNMT|QPRT
BRD-K12102668	nialamide	monoamine oxidase inhibitor	COMT|MAOA|MAOB
BRD-A85876464	nibentan	potassium channel blocker	
BRD-K00003382	nicainoprol	angiotensin converting enzyme inhibitor	
BRD-A86871940	nicaraven	free radical scavenger	
BRD-A26711594	nicardipine	calcium channel blocker	ADORA3
BRD-K76810206	nicergoline	adrenergic receptor antagonist	ADRA1A
BRD-K11256763	niceritrol	NAD precursor	
BRD-K35960502	niclosamide	DNA replication inhibitor|STAT inhibitor	STAT3
BRD-K00003262	nicodicosapent	sterol regulatory element binding protein (SREBP) inhibitor	
BRD-K97752965	nicorandil	nitric oxide donor|potassium channel activator	KCNJ11
BRD-K28912512	nicotinamide	protein synthesis stimulant	BST1|LDHA|PARP1|SIRT5
BRD-K05395900	nicotine	acetylcholine receptor agonist	CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1
BRD-K76600340	nicotinyl-alcohol-tartrate		
BRD-K17617556	NIDA-41020	cannabinoid receptor antagonist	CNR1
BRD-K96354014	nifedipine	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3
BRD-K32311154	nifekalant	potassium channel blocker	
BRD-A21280314	nifenalol	adrenergic receptor antagonist	ADRB1|ADRB2
BRD-K47407372	nifenazone	analgesic agent	
BRD-K98763141	niflumic-acid	cyclooxygenase inhibitor	ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9
BRD-K68188368	nifuroxazide	bacterial DNA inhibitor	
BRD-K85757157	nifursol	bacterial DNA inhibitor	
BRD-A84020532	nifurtimox	DNA inhibitor	
BRD-K01825503	niguldipine-(R)-(-)		
BRD-K59333713	niguldipine-(S)-(+)	adrenergic receptor antagonist	ADRA1A
BRD-K91544578	nikethamide	immunostimulant	
BRD-K81528515	nilotinib	Abl kinase inhibitor|Bcr-Abl kinase inhibitor	ABL1|KIT
BRD-K23566484	nilutamide	androgen receptor antagonist	AR
BRD-A84687895	nilvadipine	calcium channel blocker	CACNA1C|CACNA1D
BRD-K76775527	nimesulide	cyclooxygenase inhibitor	LTF|PLA2G2E|PTGS1|PTGS2
BRD-A58048407	nimodipine	calcium channel blocker	CFTR|NR3C2
BRD-K79145628	nimorazole	bacterial DNA inhibitor	
BRD-K13240081	nimustine	DNA alkylating agent	
BRD-K00003331	NIM811	mitochondrial permeability transition inhibitor	
BRD-K00003476	ningetinib-tosylate	protein tyrosine kinase inhibitor	
BRD-K49075727	nintedanib	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
BRD-K54955827	niraparib	PARP inhibitor	PARP1
BRD-K53123955	niridazole	phosphofructokinase inhibitor	
BRD-A41063939	nisin	bacterial cell wall synthesis inhibitor	
BRD-A84465106	nisoldipine	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S
BRD-K01825513	nisoxetine	norepinephrine reuptake inhibitor	SLC6A2|SLC6A3|SLC6A4
BRD-K56707426	nitarsone		
BRD-K96471533	nitazoxanide	pyruvate ferredoxin oxidoreductase inhibitor	
BRD-K75551531	nitecapone	catechol O methyltransferase inhibitor	COMT
BRD-K47887731	nitenpyram		
BRD-K39467894	nithiamide	bacterial DNA inhibitor	
BRD-K01109406	nitisinone	hydroxyphenylpyruvate dioxygenase inhibitor	
BRD-A02006392	nitrendipine	calcium channel blocker	CACNA1D|CACNA2D1|KCNN4
BRD-K28453807	nitrocaramiphen	cholinergic receptor antagonist	CHRM1
BRD-K00004737	nitroflurbiprofen	cyclooxygenase inhibitor	
BRD-K76927775	nitrofurantoin	DNA inhibitor	
BRD-K79092138	nitrofurazone	bacterial DNA inhibitor	
BRD-K76381435	nitromide		
BRD-K08927448	nitrosodimethylurea	DNA synthesis inhibitor	
BRD-K97534525	nitroxoline	cathepsin inhibitor	METAP2
BRD-K73589491	nizatidine	histamine receptor antagonist	HRH2
BRD-K84011460	nizofenone	ion channel antagonist	
BRD-K47441935	NK-252	nuclear factor erythroid derived|like (NRF2) activator	NFE2L2
BRD-K74796838	NKP-1339	HSP inhibitor	
BRD-A75015151	NKY-80	adenylyl cyclase inhibitor	ADCY5
BRD-A62133859	NLG919	indoleamine 2,3-dioxygenase inhibitor	IDO1
BRD-K62414032	NMDA	glutamate receptor agonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D
BRD-K58770988	NMS-E973	HSP inhibitor	
BRD-K54170555	NMS-P715	protein kinase inhibitor	
BRD-K83699324	NMS-1286937	PLK inhibitor	FLT3|PLK1|PLK2|PLK3
BRD-K26253904	NMS-873	ATPase inhibitor	VCP
BRD-K79424231	NM107	RNA polymerase inhibitor	
BRD-K00004640	NN-DNJ	glucosidase inhibitor	GBA
BRD-K85015012	NNC-05-2090	GABA uptake inhibitor|GAT inhibitor	SLC6A12
BRD-K78122587	NNC-55-0396	T-type calcium channel blocker	CATSPER1|CATSPER2|CATSPER3|CATSPER4
BRD-K72904818	NNC-63-0532	opioid receptor agonist	OPRL1
BRD-K42221274	NNC-711	GABA uptake inhibitor	SIGMAR1|SLC6A1
BRD-K08807999	NO-ASA	cyclooxygenase inhibitor	PTGS2
BRD-K06753942	nobiletin	MEK inhibitor	MAP2K1
BRD-K12539581	nocodazole	tubulin polymerization inhibitor	HPGDS
BRD-K36636143	nolatrexed	thymidylate synthase inhibitor	TYMS
BRD-K27351809	nomegestrol-acetate	progesterone receptor agonist	PGR
BRD-A29644307	nomifensine	dopamine reuptake inhibitor|noradrenaline uptake inhibitor	DRD2|SLC6A2|SLC6A3
BRD-K05907307	nonivamide	TRPV agonist	TRPV1
BRD-K88625236	nonoxynol-9	membrane integrity inhibitor	
BRD-K36381762	nor-binaltorphimine	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K63165456	norcyclobenzaprine	adrenergic receptor agonist|serotonin receptor antagonist	
BRD-K42504537	norelgestromin		PGR
BRD-K87349682	norepinephrine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|SLC18A1|SLC18A2
BRD-K92073408	norethindrone	progesterone receptor agonist	PGR
BRD-K96037667	norethindrone-acetate	progesterone receptor agonist	PGR
BRD-K07625016	norethisterone-enanthate	contraceptive agent	
BRD-A00758722	noretynodrel	progestogen hormone	PGR
BRD-K11196887	norfloxacin	bacterial DNA gyrase inhibitor	TOP2A
BRD-A79769222	norfluoxetine	selective serotonin reuptake inhibitor (SSRI)	HTR2B
BRD-K38041788	norgestimate	progesterone receptor agonist	ESR1|PGR
BRD-A14886633	norgestrel	progesterone receptor agonist	AR|ESR1|PGR|SRD5A1
BRD-K00003718	nornicotine	acetylcholine receptor agonist	
BRD-K91263825	nortriptyline	tricyclic antidepressant	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4
BRD-K00003706	norvancomycin		
BRD-K89237706	noscapine	bradykinin receptor antagonist|tubulin polymerization inhibitor	SIGMAR1
BRD-K11411329	NOV-002		GSR
BRD-K85307935	novobiocin	bacterial DNA gyrase inhibitor	
BRD-K58277159	NPC-01	steroid	
BRD-K65275554	NPC-15199	ICAM1 antagonist	PPARG
BRD-K89272762	NPPB	chloride channel blocker	ANO1|CLCN2|CLCN7|TRPA1
BRD-K75506300	NPS-2143	calcium receptor antagonist	CASR
BRD-K00004686	NPS-2407	glutamate receptor antagonist	
BRD-K95600043	NPY-5RA972	neuropeptide receptor antagonist	NPY5R
BRD-K61918008	NQDI-1	caspase inhibitor	CASP3
BRD-K21865955	NS-018	JAK inhibitor	JAK1|JAK2|JAK3|TYK2
BRD-K94342292	NS-11021	calcium-activated potassium channel activator	KCNMA1
BRD-K00004548	NS-11394	GABA receptor agonist	
BRD-K73738482	NS-1643	voltage-gated potassium channel activator	KCNH2|KCNH6|KCNMA1
BRD-K03808106	NS-19504	calcium-activated potassium channel activator	KCNMA1
BRD-K00004295	NS-309	calcium-activated potassium channel activator	KCNN1|KCNN2|KCNN3|KCNN4
BRD-K24434292	NS-3623	voltage-gated potassium channel activator	KCNH2
BRD-K00004309	NS-3861	acetylcholine receptor agonist	CHRNA3|CHRNB4
BRD-K93314017	NS-5806	voltage-gated potassium channel activator	KCND3
BRD-K22667752	NS-8	potassium channel agonist	KCNMA1
BRD-K34624869	NS-8593	calcium-activated potassium channel modulator	KCNN1|KCNN2|KCNN3
BRD-K40176866	NS-9283	acetylcholine receptor allosteric modulator	CHRNA4
BRD-K01826800	NSC-23766	Ras GTPase inhibitor	
BRD-K99170882	NSC-319726	p53 activator	
BRD-K13169950	NSC-3852	HDAC inhibitor	HDAC1
BRD-A67975844	NSC-405020	matrix metalloprotease inhibitor	MMP1
BRD-K64874225	NSC-4644	ACAT inhibitor|sterol regulatory element binding protein (SREBP) inhibitor	PYGM
BRD-K73799155	NSC-5844	CC chemokine receptor agonist	CCR1
BRD-K62949423	NSC-625987	CDK inhibitor	CDK2|CDK4
BRD-K81197548	NSC-632839	ubiquitin specific protease inhibitor	SENP2|USP1|USP2|USP7
BRD-K61120504	NSC-636819	histone demethylase inhibitor	KDM4A|KDM4B
BRD-K03109492	NSC-663284	CDC inhibitor	CDC25A|CDC25B|CDC25C
BRD-K20605374	NSC-697923	ubiquitin-conjugating enzyme inhibitor	UBE2N
BRD-K68143200	NSC-95397	CDC inhibitor	CDC25A|CDC25B
BRD-K49811169	NSC-9965	acetylcholine receptor antagonist	CHRNA4|CHRNB2
BRD-K74371986	NSI-189	neurotrophic agent	
BRD-K00004733	NSP-805	phosphodiesterase inhibitor	
BRD-A40413915	NTNCB	neuropeptide receptor antagonist	NPY5R
BRD-K07788774	NTRC-824	neurotensin receptor antagonist	NTSR2
BRD-K54708045	nTZDpa	PPAR receptor agonist	PPARG
BRD-K54098378	NT157	IGF-1 inhibitor	IGF1R
BRD-K48692744	NU-1025	PARP inhibitor	PARP1
BRD-K20976221	NU-2058	cyclin D inhibitor	CCNA2|CDK2
BRD-K03294269	NU-6027	CDK inhibitor	CCNA2|CDK2
BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor|mTOR inhibitor|PI3K inhibitor	PRKDC
BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor	PRKDC
BRD-A96466199	nuclomedone	immunosuppressant	
BRD-K00002882	nutlin-3	MDM inhibitor	MDM2|TP53
BRD-K00004743	nuvenzepine	acetylcholine receptor antagonist	
BRD-K15179513	NVP-ADW742	insulin growth factor receptor inhibitor	IGF1R
BRD-K24696047	NVP-AEW541	IGF-1 inhibitor	IGF1R|INSR
BRD-K41859756	NVP-AUY922	HSP inhibitor	HSP90AA1|HSP90AB1
BRD-K12184916	NVP-BEZ235	mTOR inhibitor|PI3K inhibitor	ATR|MTOR|PIK3CA|PIK3CD|PIK3CG
BRD-K42728290	NVP-BGJ398	FGFR inhibitor	FGFR1|FGFR2|FGFR3|FGFR4|KDR
BRD-K79259477	NVP-BHG712	ephrin inhibitor	EPHB4
BRD-K02017404	NVP-BSK805	JAK inhibitor	JAK2
BRD-K77943374	NVP-BVU972	MET inhibitor	MET
BRD-K77396579	NVP-DPP728	dipeptidyl peptidase inhibitor	DPP4
BRD-K67915505	NVP-HSP990	HSP inhibitor	HSP90AA1|HSP90AB1
BRD-K21025364	NVP-TAE226	protein tyrosine kinase inhibitor	PTK2
BRD-K50140147	NVP-TAE684	ALK tyrosine kinase receptor inhibitor	ALK|INSR
BRD-K87454346	NVP-TNKS656	tankyrase inhibitor	TNKS2
BRD-K01573278	NVP-231	ceramidase inhibitor	CERK
BRD-K28132190	NVS-PAK1-1	p21 activated kinase inhibitor	PAK1
BRD-K46133855	NXY-059	free radical scavenger	
BRD-K21656326	nystatin	fungal ergosterol inhibitor	
BRD-K41143549	N20C	glutamate receptor antagonist	
BRD-K60150510	N6-cyclopentyladenosine	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3|SLC29A1
BRD-K81807412	N6-methyladenosine		
BRD-K82522873	N6022	alcohol dehydrogenase inhibitor	ADH5
BRD-K63247785	O-acetyl-L-serine		PTGS1
BRD-K36998189	o-mercapto-benzoic-acid		
BRD-K18316707	O-1918	cannabinoid receptor antagonist	
BRD-K46384212	o-3M3FBS	phospholipase activator	
BRD-K00003113	O-304	AMPK activator	
BRD-K10878147	OAC1	Oct activator	
BRD-K18305454	OAC2	Oct activator	POU5F1
BRD-K15600710	obatoclax	BCL inhibitor	BCL2
BRD-A75838038	obeticholic-acid	FXR agonist	NR1H4
BRD-K33588785	obidoxime	cholinesterase reactivator	ACHE
BRD-K00003399	ocaperidone	serotonin receptor antagonist	
BRD-K92524032	ochromycinone	STAT inhibitor	STAT3
BRD-K92581468	ocinaplon	GABA receptor modulator	GABRA1|GABRA2|GABRA3|GABRA5
BRD-K22097830	OCO-1112	cholesterol inhibitor	
BRD-K20501889	octadecan-1-ol		
BRD-K73201113	octamethyltrisiloxane		
BRD-K04568635	octenidine	membrane integrity inhibitor	
BRD-K00003688	octinoxate		
BRD-K00003664	octisalate		
BRD-K00003605	octocrylene		
BRD-A37873789	octodrine	antitumor agent	
BRD-A14240607	octopamine	trace amine associated receptor agonist	F10|TAAR1
BRD-A64173453	octreotide	somatostatin receptor agonist	SSTR2|SSTR3|SSTR5
BRD-K36463073	OC000459	CRTH receptor antagonist	PTGDR2
BRD-K22822991	odanacatib	cathepsin inhibitor	CTSK
BRD-K26015241	ODQ	guanylyl cyclase inhibitor	GUCY1A2|GUCY1A3|GUCY1B3
BRD-K92658264	OF-1	bromodomain inhibitor	BRD1
BRD-K01826479	ofloxacin	bacterial DNA gyrase inhibitor	
BRD-K26349472	OG-L002	histone lysine demethylase inhibitor	KDM1A
BRD-K00005341	ogerin	G protein-coupled receptor modulator	
BRD-K92303087	oglemilast	phosphodiesterase inhibitor	
BRD-K00003164	oglufanide	VEGF antagonist	
BRD-K94083718	OICR-9429	WDR5/MLL interaction inhibitor	WDR5
BRD-K18895904	olanzapine	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7
BRD-K02113016	olaparib	PARP inhibitor	PARP1|PARP2
BRD-K95523387	OLDA	TRPV agonist	GPR119
BRD-K06644925	oleamide	cannabinoid receptor agonist	HTR7|PLA2G2A
BRD-K98006098	oleandrin	Na/K-ATPase inhibitor	
BRD-K90647725	oleanolic-acid	G protein-coupled receptor agonist	GPBAR1
BRD-K66956375	oleoylethanolamide	cannabinoid receptor agonist|glucose dependent insulinotropic receptor agonist|potassium channel blocker|PPAR receptor agonist	CNR1|GPR119|GPR55|PPARA
BRD-K18210059	olesoxime	apoptosis stimulant	
BRD-A00842753	oleuropein	estrogen receptor agonist	GPER1
BRD-K00003580	oligomycin-A	ATP synthase inhibitor|ATPase inhibitor	ATP5A1
BRD-K83144676	olmesartan	angiotensin receptor antagonist	AGTR1
BRD-K78485176	olmesartan-medoxomil	angiotensin receptor antagonist	AGTR1
BRD-K60421517	olmutinib	Bruton's tyrosine kinase (BTK) inhibitor|EGFR inhibitor	BTK|EGFR
BRD-K00003151	olodanrigan	angiotensin antagonist	
BRD-K82731415	olomoucine	CDK inhibitor	CDK1|CDK2|CDK5|MAPK1
BRD-K67637637	olopatadine	histamine receptor antagonist	HRH1|S100A1|S100A12|S100A13|S100A2|S100B
BRD-K20745393	olprinone	phosphodiesterase inhibitor	PDE3A
BRD-K57853941	olsalazine	cyclooxygenase inhibitor	IFNG|TPMT
BRD-K86972824	oltipraz	nuclear factor erythroid derived|like (NRF2) activator	ANG
BRD-K00004611	olumacostat-glasaretil	acetyl-CoA carboxylase inhibitor	
BRD-K31560319	olvanil	TRPV agonist	CNR1|GPR119|TRPV1
BRD-K00003569	omadacycline	bacterial 30S ribosomal subunit inhibitor	
BRD-K00003265	omapatrilat	metalloproteinase inhibitor	ACE|MME
BRD-K14171291	omarigliptin	dipeptidyl peptidase inhibitor	DPP4
BRD-K11072003	ombitasvir	HCV inhibitor	
BRD-K00003267	ombrabulin	tubulin polymerization inhibitor	
BRD-K48830578	OMDM-2	FAAH inhibitor	GPR119
BRD-K36680103	omecamtiv-mecarbil	cardiac myosin activator	MYBPC3
BRD-K53156781	omega-(4-iodophenyl)pentadecanoic-acid		
BRD-K31139048	omega-3-acid-esters	cholesterol inhibitor	
BRD-A55962179	omeprazole	ATPase inhibitor	ATP4A|CLCN2
BRD-A56892734	omeprazole-magnesium	proton pump inhibitor	ATP4A|ATP4B
BRD-K69035426	omeprazole-sulfide	ATPase inhibitor	
BRD-K00003212	omtriptolide	ERK1 and ERK2 phosphorylation inhibitor	
BRD-K55790047	ON-01500	apoptosis stimulant	
BRD-K43449605	oncrasin-1	apoptosis stimulant	
BRD-K58529924	ONC201	AKT inhibitor|MAP kinase inhibitor	TNFSF10
BRD-K01826546	ondansetron	serotonin receptor antagonist	HTR3A|HTR3B
BRD-A80567330	ONO-AE3-208	prostanoid receptor antagonist	PTGER4
BRD-K00003197	ONO-4059	Bruton's tyrosine kinase (BTK) inhibitor	BTK
BRD-K58894520	ONO-4817	matrix metalloprotease inhibitor	MMP8
BRD-K76725781	ONO-8130	prostanoid receptor antagonist	PTGER1
BRD-K00003557	ONX-0914	proteasome inhibitor	
BRD-K88554883	ON123300	CDK inhibitor	CDK4|NUAK1|PDGFRB
BRD-K00004708	OP-0595	beta lactamase inhibitor	
BRD-K19426040	OPC-21268	vasopressin receptor antagonist	AVPR1A|AVPR2|OXTR
BRD-K66192203	opicapone	catechol O methyltransferase inhibitor	COMT
BRD-K43786866	opipramol	sigma receptor agonist	
BRD-K91438851	oprozomib	proteasome inhibitor	
BRD-K18602506	OR-486	catechol O methyltransferase inhibitor	COMT
BRD-K55966568	orantinib	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB
BRD-K63001556	orbifloxacin	bacterial DNA gyrase inhibitor	
BRD-K67068943	ORE1001	angiotensin converting enzyme inhibitor	ACE2
BRD-K07409305	ORG-12962	serotonin receptor agonist	HTR2A|HTR2B|HTR2C
BRD-K32853922	ORG-25543	glycine transporter inhibitor	GLRB|SLC6A5
BRD-K40002998	ORG-26576	glutamate receptor modulator	
BRD-K57597776	ORG-27569	cannabinoid receptor modulator	CNR1
BRD-K41434598	ORG-9768	adrenergic receptor antagonist	ADRA2A
BRD-K00003710	oridonin	BCL inhibitor	BCL2
BRD-K00003704	oritavancin	bacterial cell wall synthesis inhibitor	
BRD-K63343048	orlistat	lipase inhibitor	CNR1|DAGLA|DAGLB|FASN|LIPF|PNLIP
BRD-K00004639	ormeloxifene	selective estrogen receptor modulator (SERM)	
BRD-A42759514	ornidazole	antiprotozoal agent	
BRD-K00003333	ornipressin	vasoconstrictor	
BRD-K01825132	ornithine	NFkB pathway modulator	GPRC6A
BRD-K32572029	orotic-acid		DHODH
BRD-K05717154	orphanin-fq	opioid receptor agonist	OPRL1|OPRM1
BRD-A53576514	orphenadrine	acetylcholine receptor antagonist	
BRD-K00674894	orteronel	androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor	CYP17A1
BRD-K59711701	ORY-1001	histone lysine demethylase inhibitor	KDM1A
BRD-K93767137	oseltamivir-carboxylate	neuraminidase inhibitor	
BRD-K76011241	oseltamivir-phosphate	neuraminidase inhibitor	CES1|NEU1|NEU2
BRD-K60371362	osemozotan	serotonin receptor agonist	HTR1A
BRD-K87124298	OSI-027	mTOR inhibitor	MTOR
BRD-K73309154	OSI-420	EGFR inhibitor	EGFR
BRD-K25340465	OSI-930	KIT inhibitor|VEGFR inhibitor	FLT1|KDR|KIT
BRD-K00003210	osilodrostat	cytochrome P450 inhibitor	
BRD-K42805893	osimertinib	EGFR inhibitor	EGFR
BRD-K44184170	ospemifene	selective estrogen receptor modulator (SERM)	ESR1|ESR2
BRD-K29735307	ostarine	androgen receptor modulator	AR
BRD-K78294846	osthol	calcium channel blocker	
BRD-K42009284	OT-R-antagonist-1	oxytocin receptor antagonist	AVPR1A|OXTR
BRD-K80082640	otamixaban	coagulation factor inhibitor	F10
BRD-A00520476	otenzepad	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85337334	otilonium	acetylcholine receptor antagonist	CACNA1C
BRD-K53417444	OTS167	maternal embryonic leucine zipper kinase inhibitor	MELK
BRD-K38018935	OTS514	TOPK inhibitor	
BRD-K43471985	OTX015	bromodomain inhibitor	BRD2|BRD3|BRD4
BRD-K33277808	ouabain	ATPase inhibitor	ATP1A1
BRD-K98736329	OXA-06	rho associated kinase inhibitor	ROCK1|ROCK2
BRD-K65230684	oxaceprol	anti-inflammatory agent	
BRD-K96786677	oxacillin	bacterial cell wall synthesis inhibitor	
BRD-K36982194	oxacyclohexadecan-2-one	protein kinase inhibitor	
BRD-K78960041	oxaliplatin	DNA inhibitor	
BRD-K61279411	oxaloacetate	glutamate release inhibitor	
BRD-K66019333	oxantel	anthelmintic agent	
BRD-K25394294	oxaprozin	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K22556255	oxatomide	histamine receptor antagonist	HRH1
BRD-K04196797	oxcarbazepine	sodium channel blocker	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K17977438	oxelaidin	antitussive	
BRD-K56940463	oxethazaine	local anesthetic	
BRD-A73891132	OXF-BD-02	bromodomain inhibitor	BRD4
BRD-A33447119	oxfendazole	anthelmintic agent	
BRD-K30373577	oxfenicine	carnitine palmitoyltransferase inhibitor	CPT1A|CPT1B
BRD-K52075715	oxibendazole	tubulin polymerization inhibitor	TUBB|TUBB4B
BRD-K56104152	oxiconazole	bacterial cell wall synthesis inhibitor	
BRD-K41809988	oxidopamine	neurotoxin	
BRD-K20417253	oxiniacic-acid		
BRD-K78096648	oxiperomide	dopamine receptor antagonist	
