InChIKey14,broad_id_20170327,deprecated_broad_id_20170327,pert_iname_20170327,broad_id_20180516,deprecated_broad_id_20180516,pert_iname_20180516,broad_id_20180907,deprecated_broad_id_20180907,pert_iname_20180907,broad_id_20200324,deprecated_broad_id_20200324,pert_iname_20200324
OIPILFWXSMYKGL,BRD-K82381502,,acetylcholine,BRD-K82381502,,acetylcholine,BRD-K82381502,,acetylcholine,BRD-K82381502,,acetylcholine
OIQJEQLSYJSNDS,BRD-A96510685,,piroctone-olamine,BRD-A96510685,,piroctone-olamine,BRD-A96510685,BRD-M95050869,piroctone-olamine,BRD-A96510685,BRD-M95050869,piroctone-olamine
OIRCOABEOLEUMC,BRD-A64231665|BRD-K73504359,,bivalirudin,BRD-A64231665|BRD-K73504359,,bivalirudin,BRD-K28054654|BRD-K73504359,BRD-A64231665,bivalirudin,BRD-K73504359,BRD-A64231665,bivalirudin
OIRDTQYFTABQOQ,BRD-K01577834|BRD-K63038995|BRD-K72093121,,adenosine|vidarabine,BRD-K01577834|BRD-K63038995|BRD-K72093121,,adenosine|vidarabine,BRD-K01577834|BRD-K72093121,BRD-K63038995,adenosine|vidarabine,BRD-K01577834|BRD-K72093121,BRD-K63038995,adenosine|vidarabine
OIRFJRBSRORBCM,BRD-A42628519,,iopanic-acid,BRD-A42628519,,iopanic-acid,BRD-A42628519,,iopanic-acid,BRD-A42628519,,iopanic-acid
OIURYJWYVIAOCW,BRD-K02898090,,kifunensine,BRD-K02898090,,kifunensine,BRD-K02898090,,kifunensine,BRD-K02898090,,kifunensine
OJFKUJDRGJSAQB,BRD-K31866293,,TAK-632,BRD-K31866293,,TAK-632,BRD-K31866293,,TAK-632,BRD-K31866293,,TAK-632
OJFSXZCBGQGRNV,BRD-A29426959,,carbinoxamine,BRD-A29426959,,carbinoxamine,BRD-A29426959,,carbinoxamine,BRD-K01826745,,carbinoxamine
OJGDCBLYJGHCIH,BRD-K47631482,,bromhexine,BRD-K47631482,,bromhexine,BRD-K47631482,,bromhexine,BRD-K47631482,,bromhexine
OJICYBSWSZGRFB,BRD-K59853741,,Q-203,BRD-K59853741,,Q-203,BRD-K59853741,,Q-203,BRD-K59853741,,Q-203
OJLOPKGSLYJEMD,BRD-A72351335,,misoprostol,BRD-A72351335,,misoprostol,BRD-A72351335,,misoprostol,BRD-A72351335,,misoprostol
OJMMVQQUTAEWLP,BRD-K08033334|BRD-K81447180|BRD-K99816398,,lincomycin,BRD-K08033334|BRD-K81447180|BRD-K99816398,,lincomycin,BRD-K08033334|BRD-K81447180,BRD-K99816398,lincomycin,BRD-K49384696,,lincomycin
OJPLJFIFUQPSJR,BRD-K22024824,,RG4733,BRD-K22024824,,RG4733,BRD-K22024824,,RG4733,BRD-K22024824,,RG4733
OJYGBLRPYBAHRT,BRD-A98174560,,chloralose,BRD-A98174560,,chloralose,BRD-A98174560,,chloralose,BRD-K00004971,,chloralose
OJYLAHXKWMRDGS,BRD-K33510429,,vanillylacetone,BRD-K33510429,,vanillylacetone,BRD-K33510429,,vanillylacetone,BRD-K33510429,,vanillylacetone
OJZYRQPMEIEQFC,BRD-K25015158,,limaprost-alfadex,BRD-K25015158,,limaprost-alfadex,BRD-K25015158,,limaprost-alfadex,BRD-K25015158,,limaprost-alfadex
OJZZJTLBYXHUSJ,BRD-K77677632,,SB-200646,BRD-K77677632,,SB-200646,BRD-K77677632,,SB-200646,BRD-K77677632,,SB-200646
OKBVVJOGVLARMR,BRD-K71059170,,cefixime,BRD-K71059170,,cefixime,BRD-K71059170,,cefixime,BRD-K71059170,,cefixime
OKFDRAHPFKMAJH,BRD-K92303087,,oglemilast,BRD-K92303087,,oglemilast,BRD-K92303087,,oglemilast,BRD-K92303087,,oglemilast
OKGPFTLYBPQBIX,BRD-K55773932,,BMS-806,BRD-K55773932,,BMS-806,BRD-K55773932,,BMS-806,BRD-K55773932,,BMS-806
OKOVSTKGUBOSTB,BRD-K15834839,,lobendazole,BRD-K15834839,,lobendazole,BRD-K15834839,,lobendazole,BRD-K15834839,,lobendazole
OKPNYGAWTYOBFZ,BRD-K65992024,,pirenoxine,BRD-K65992024,,pirenoxine,BRD-K65992024,,pirenoxine,BRD-K65992024,,pirenoxine
OLAHOMJCDNXHFI,BRD-K84868168,,erdafitinib,BRD-K84868168,,erdafitinib,BRD-K84868168,,erdafitinib,BRD-K84868168,,erdafitinib
OLBCVFGFOZPWHH,BRD-K82255054,,propofol,BRD-K82255054,,propofol,BRD-K82255054,,propofol,BRD-K82255054,,propofol
OLHQOJYVQUNWPL,BRD-K23541596,,dimaprit,BRD-K23541596,,dimaprit,BRD-K23541596,,dimaprit,BRD-K23541596,,dimaprit
OLIIUAHHAZEXEX,BRD-A10523515,,GSK429286A,BRD-A10523515,,GSK429286A,BRD-A10523515,,GSK429286A,BRD-A10523515,,GSK429286A
OLNTVTPDXPETLC,BRD-A41519720|BRD-K32180660|BRD-K42260897,,ezetimibe,BRD-A41519720|BRD-K32180660|BRD-K42260897,,ezetimibe,BRD-A41519720|BRD-K42260897,BRD-K32180660,ezetimibe,BRD-K42260897,BRD-K32180660,ezetimibe
OLTZHXYLLRJLST,BRD-K66874953,,pifithrin-alpha,BRD-K66874953,,pifithrin-alpha,BRD-K66874953,,pifithrin-alpha,BRD-K66874953,,pifithrin-alpha
OLVCFLKTBJRLHI,BRD-A23933379|BRD-K27130738,,cefamandole,BRD-A23933379|BRD-K27130738,,cefamandole,BRD-K27130738,BRD-A23933379,cefamandole,BRD-K27130738,BRD-A23933379,cefamandole
OMCYEZUIYGPHDJ,BRD-K78496197,,SCS,BRD-K78496197,,SCS,BRD-K78496197,,SCS,BRD-K78496197,,SCS
OMDMTHRBGUBUCO,BRD-K58262380,,sobrepin,BRD-K58262380,,sobrepin,BRD-K58262380,,sobrepin,BRD-K58262380,,sobrepin
OMFNSKIUKYOYRG,BRD-K14658796,,drotaverine,BRD-K14658796,,drotaverine,BRD-K14658796,,drotaverine,,,
OMFXVFTZEKFJBZ,BRD-K73589401,,corticosterone,BRD-K73589401,,corticosterone,BRD-K73589401,,corticosterone,BRD-K73589401,,corticosterone
OMGLGPKQUFSRNN,BRD-K05464208,,JX-401,BRD-K05464208,,JX-401,BRD-K05464208,,JX-401,BRD-K05464208,,JX-401
OMHBPUNFVFNHJK,BRD-K11292736,,ambenonium,BRD-K11292736,,ambenonium,BRD-K11292736,,ambenonium,BRD-K11292736,,ambenonium
OMHZFEWYVFWVLI,BRD-K32456483,,PRT4165,BRD-K32456483,,PRT4165,BRD-K32456483,,PRT4165,BRD-K32456483,,PRT4165
OMKHWTRUYNAGFG,BRD-K55942458|BRD-K77791657,,3-deazaneplanocin-A,BRD-K55942458|BRD-K77791657,,3-deazaneplanocin-A,BRD-K77791657,BRD-K55942458,3-deazaneplanocin-A,BRD-K77791657,BRD-K55942458,3-deazaneplanocin-A
OMMKCJLAGTXGLC,BRD-A07947329,,buparvaquone,BRD-A07947329,,buparvaquone,BRD-A07947329,,buparvaquone,BRD-A07947329,,buparvaquone
OMOMUFTZPTXCHP,BRD-K54698528,,valpromide,BRD-K54698528,,valpromide,BRD-K54698528,,valpromide,BRD-K54698528,,valpromide
OMPCVMLFFSQFIX,BRD-K76594255,,maropitant,BRD-K76594255,,maropitant,BRD-K76594255,,maropitant,BRD-K76594255,,maropitant
OMPJBNCRMGITSC,BRD-K59986511,,benzoyl-peroxide,BRD-K59986511,,benzoyl-peroxide,BRD-K59986511,,benzoyl-peroxide,BRD-K59986511,,benzoyl-peroxide
OMWQUXGVXQELIX,BRD-K77548206,,bitoscanate,BRD-K77548206,,bitoscanate,BRD-K77548206,,bitoscanate,BRD-K77548206,,bitoscanate
OMZCMEYTWSXEPZ,BRD-K50168500,,canertinib,BRD-K50168500,,canertinib,BRD-K50168500,,canertinib,BRD-K50168500,,canertinib
OMZYUVOATZSGJY,BRD-K97118047,,"4,5,6,7-tetrabromobenzotriazole",BRD-K97118047,,"4,5,6,7-tetrabromobenzotriazole",BRD-K97118047,,"4,5,6,7-tetrabromobenzotriazole",BRD-K97118047,,"4,5,6,7-tetrabromobenzotriazole"
ONBSHRSJOPSEGS,BRD-K20850787,,PT-2385,BRD-K20850787,,PT-2385,BRD-K20850787,,PT-2385,BRD-K20850787,,PT-2385
ONDYALNGTUAJDX,BRD-K14653796,,tasquinimod,BRD-K14653796,,tasquinimod,BRD-K14653796,,tasquinimod,BRD-K14653796,,tasquinimod
ONEWULDKRWPYMP,BRD-K51041191,,PF-03882845,BRD-K51041191,,PF-03882845,BRD-K51041191,,PF-03882845,,,
ONIBWKKTOPOVIA,BRD-K01666412,,L-proline,BRD-K01666412,,L-proline,BRD-K01666412,,L-proline,BRD-K01666412,,L-proline
ONIQOQHATWINJY,BRD-K51544265,,cabozantinib,BRD-K51544265,,cabozantinib,BRD-K51544265,,cabozantinib,BRD-K51544265,,cabozantinib
ONJQDTZCDSESIW,BRD-K35798650,,polidocanol,BRD-K35798650,,polidocanol,BRD-K35798650,,polidocanol,BRD-K35798650,,polidocanol
ONKUMRGIYFNPJW,BRD-K06056310|BRD-K46331928,,ethynodiol-diacetate,BRD-K06056310|BRD-K46331928,,ethynodiol-diacetate,BRD-K46331928,BRD-K06056310,ethynodiol-diacetate,BRD-K46331928,BRD-K06056310,ethynodiol-diacetate
ONNOFKFOZAJDHT,BRD-K24219278,,amineptine,BRD-K24219278,,amineptine,BRD-K24219278,,amineptine,BRD-K24219278,,amineptine
ONSOQRPYFKDOEB,BRD-A04661934,,2-PMDQ,BRD-A04661934,,2-PMDQ,BRD-A04661934,,2-PMDQ,BRD-A04661934,,2-PMDQ
ONWXNHPOAGOMTG,BRD-K78815826,,suxibuzone,BRD-K78815826,,suxibuzone,BRD-K78815826,,suxibuzone,BRD-K78815826,,suxibuzone
ONYFNWIHJBLQKE,BRD-K60036103,,L-NIL,BRD-K60036103,,L-NIL,BRD-K60036103,,L-NIL,BRD-K60036103,,L-NIL
OOGJQPCLVADCPB,BRD-K54316499,,tolterodine,BRD-K54316499,,tolterodine,BRD-K54316499,,tolterodine,BRD-K54316499,,tolterodine
OOLLAFOLCSJHRE,BRD-K76197012,,ulipristal,BRD-K76197012,,ulipristal,BRD-K64381438,BRD-K55641198|BRD-K76197012,ulipristal,BRD-K64381438,BRD-K55641198|BRD-K76197012,ulipristal
OONFNUWBHFSNBT,BRD-K40718343,,AEE788,BRD-K40718343,,AEE788,BRD-K40718343,,AEE788,BRD-K40718343,,AEE788
OOUGLTULBSNHNF,BRD-K94830329,,ataluren,BRD-K94830329,,ataluren,BRD-K94830329,,ataluren,BRD-K94830329,,ataluren
OPAHEYNNJWPQPX,BRD-K03503561,,ravuconazole,BRD-K03503561,,ravuconazole,BRD-K03503561,,ravuconazole,BRD-K03503561,,ravuconazole
OPFTUNCRGUEPRZ,BRD-K21045639|BRD-K79565391,,beta-elemene|elemene,BRD-K21045639|BRD-K79565391,,beta-elemene|elemene,BRD-K21045639|BRD-K79565391,,beta-elemene|elemene,BRD-K21045639|BRD-K79565391,,beta-elemene|elemene
OPIKUXLJQFYMSC,BRD-K39624409,,ADL5859,BRD-K39624409,,ADL5859,BRD-K39624409,,ADL5859,BRD-K39624409,,ADL5859
OPNUROKCUBTKLF,BRD-K33459542,,ditolylguanidine,BRD-K33459542,,ditolylguanidine,BRD-K33459542,,ditolylguanidine,BRD-K33459542,,ditolylguanidine
OPQNCARIZFLNLF,BRD-K15898725|BRD-K53252847,,ansamitocin-p-3|maytansinol-isobutyrate,BRD-K15898725|BRD-K53252847,,ansamitocin-p-3|maytansinol-isobutyrate,BRD-K15898725|BRD-K53252847,,ansamitocin-p-3|maytansinol-isobutyrate,BRD-K00003196|BRD-K15898725,,ansamitocin-p-3|maytansinol-isobutyrate
OPQRBXUBWHDHPQ,BRD-K64755930,,etazolate,BRD-K64755930,,etazolate,BRD-K64755930,,etazolate,BRD-K64755930,,etazolate
OPQRFPHLZZPCCH,BRD-K94485812,,LDN-57444,BRD-K20203690|BRD-K94485812,,LDN-57444,BRD-K94485812,BRD-K20203690,LDN-57444,BRD-K94485812,BRD-K20203690,LDN-57444
OPVPGKGADVGKTG,BRD-K68405354,,spaglumic-acid,BRD-K68405354,,spaglumic-acid,BRD-K68405354,BRD-K96659869,spaglumic-acid,BRD-K68405354,BRD-K96659869,spaglumic-acid
OPXLLQIJSORQAM,BRD-K77987382,,mebendazole,BRD-K77987382,,mebendazole,BRD-K77987382,,mebendazole,BRD-K77987382,,mebendazole
OPZKBPQVWDSATI,BRD-K31560319,,olvanil,BRD-K31560319,,olvanil,BRD-K31560319,,olvanil,BRD-K31560319,,olvanil
OQAHHWOPVDDWHD,BRD-K44869961,,GPI-1046,BRD-K44869961,,GPI-1046,BRD-K44869961,,GPI-1046,BRD-K44869961,,GPI-1046
OQDPVLVUJFGPGQ,BRD-K47936004,,piribedil,BRD-K47936004,,piribedil,BRD-K47936004,,piribedil,BRD-K47936004,,piribedil
OQFCXJDXHCDLHX,BRD-A83650191,,A61603,BRD-A83650191,,A61603,BRD-A83650191,,A61603,BRD-A83650191|BRD-K00004225,,A-61603|A61603
OQGWJZOWLHWFME,BRD-K71977764,,piroximone,BRD-K71977764,,piroximone,BRD-K71977764,,piroximone,BRD-K71977764,,piroximone
OQJFBUOFGHPMSR,BRD-K92581468,,ocinaplon,BRD-K92581468,,ocinaplon,BRD-K92581468,,ocinaplon,BRD-K92581468,,ocinaplon
OQQMRKYWJNJBBI,BRD-M28128163,,doxycycline-hyclate,BRD-M28128163,,doxycycline-hyclate,BRD-M28128163,,doxycycline-hyclate,,,
OQVLOWLEEHYBJH,BRD-K81004638,,EC-23,BRD-K81004638,,EC-23,BRD-K81004638,,EC-23,BRD-K81004638,,EC-23
OQZOXHCRSXYSPM,BRD-K14807180,,SB-221284,BRD-K14807180,,SB-221284,BRD-K14807180,,SB-221284,BRD-K14807180,,SB-221284
ORFOPKXBNMVMKC,BRD-A73933229|BRD-K52117081|BRD-K57502136,,ceftazidime,BRD-A73933229|BRD-K52117081|BRD-K57502136,,ceftazidime,BRD-K52117081|BRD-K57502136,BRD-A73933229,ceftazidime,BRD-K52117081,BRD-A73933229,ceftazidime
ORNBQBCIOKFOEO,BRD-A35054627|BRD-K52183142,,pregnenolone,BRD-A35054627|BRD-K43880410,,pregnenolone,BRD-K43880410,BRD-A35054627|BRD-K52183142,pregnenolone,BRD-K43880410,BRD-A35054627|BRD-K52183142,pregnenolone
OROAFUQRIXKEMV,BRD-K67977190,,eprosartan,BRD-K67977190,,eprosartan,BRD-K67977190,,eprosartan,BRD-K67977190,,eprosartan
ORQFDHFZSMXRLM,BRD-K76788410,,terameprocol,BRD-K76788410,,terameprocol,BRD-K76788410,,terameprocol,BRD-K76788410,,terameprocol
ORRZGUBHBVWWOP,BRD-K14993104,,bemegride,BRD-K14993104,,bemegride,BRD-K14993104,,bemegride,BRD-K14993104,,bemegride
ORYDPOVDJJZGHQ,BRD-K92968657,,tirapazamine,BRD-K92968657,,tirapazamine,BRD-K92968657,BRD-K75058612,tirapazamine,BRD-K92968657,BRD-K75058612,tirapazamine
OSASVXMJTNOKOY,BRD-K39495750,,chlorobutanol,BRD-K39495750,,chlorobutanol,BRD-K39495750,,chlorobutanol,BRD-K39495750,,chlorobutanol
OSCCDBFHNMXNME,BRD-K90305467,,ID-1101,BRD-K90305467,,ID-1101,BRD-K90305467,,ID-1101,BRD-K90305467,,ID-1101
OSCTXCOERRNGLW,BRD-K76021681,,brolitene,BRD-K76021681,,brolitene,BRD-K76021681,,brolitene,BRD-K76021681,,brolitene
OSDLLIBGSJNGJE,BRD-K17223896,,chloroxylenol,BRD-K17223896,,chloroxylenol,BRD-K17223896,,chloroxylenol,BRD-K17223896,,chloroxylenol
OSERMIPXNLXAPD,BRD-K96104201,,azalomycin-b,BRD-K96104201,,azalomycin-b,BRD-K96104201,,azalomycin-b,BRD-K38292725,,azalomycin-B
OSFCMRGOZNQUSW,BRD-K88807631,,elacridar,BRD-K88807631,,elacridar,BRD-K88807631,,elacridar,BRD-K88807631,,elacridar
OSUVWJGCKQEMHK,BRD-K55344148,,BU-224,BRD-K55344148,,BU-224,BRD-K55344148,,BU-224,BRD-K55344148,,BU-224
OSWPMRLSEDHDFF,BRD-K10103010,,methyl-salicylate,BRD-K10103010,,methyl-salicylate,BRD-K10103010,,methyl-salicylate,BRD-K10103010,,methyl-salicylate
OSXFATOLZGZLSK,BRD-K26818574,,BIX-01294,BRD-K26818574,,BIX-01294,BRD-K26818574,,BIX-01294,BRD-K26818574,,BIX-01294
OTBXOEAOVRKTNQ,BRD-K62200014,,anagrelide,BRD-K62200014,,anagrelide,BRD-K62200014,,anagrelide,BRD-K62200014,,anagrelide
OTDJAMXESTUWLO,BRD-K75649340,,tioguanine,BRD-K75649340,,tioguanine,BRD-K75649340,,tioguanine,BRD-K75649340,,tioguanine
OTGAHJPFNKQGAE,BRD-K33442414,,meta-cresyl-acetate,BRD-K33442414,,meta-cresyl-acetate,BRD-K33442414,,meta-cresyl-acetate,BRD-K33442414,,meta-cresyl-acetate
OTGJPAOGHQFBMI,BRD-A22844106,,tenoxicam,BRD-A22844106,,tenoxicam,BRD-A22844106,,tenoxicam,,,
OTGQTQBPQCRNRG,BRD-K90472149,,BCX-1470,BRD-K90472149,,BCX-1470,BRD-K90472149,,BCX-1470,BRD-K90472149,,BCX-1470
OTKJDMGTUTTYMP,BRD-K93944989,,safingol,BRD-K93944989,,safingol,BRD-K93944989,,safingol,BRD-K93944989,,safingol
OTKUTGIVEREJLL,BRD-K92588747,,2-CMDO,BRD-K92588747,,2-CMDO,BRD-K92588747,,2-CMDO,BRD-K92588747,,2-CMDO
OTPNDVKVEAIXTI,BRD-A06352508,,SB-218078,BRD-A06352508,,SB-218078,BRD-A06352508,,SB-218078,BRD-A06352508,,SB-218078
OTSOOHRUMBRSHZ,BRD-K76703230,,YM-155,BRD-K76703230,,YM-155,BRD-K76703230,BRD-U99450240,YM-155,BRD-K76703230,BRD-U99450240,YM-155
OTVAEFIXJLOWRX,BRD-K79711234,,thiamphenicol,BRD-K79711234,,thiamphenicol,BRD-K79711234,,thiamphenicol,BRD-K79711234,,thiamphenicol
OTVQCHUIPJYASM,BRD-K28639661,,NGD-94-1,BRD-K28639661,,NGD-94-1,BRD-K28639661,,NGD-94-1,BRD-K28639661,,NGD-94-1
OTZVBZFYMFTYKH,BRD-K09001147,,T-62,BRD-K09001147,,T-62,BRD-K09001147,,T-62,BRD-K09001147,,T-62
OUBCNLGXQFSTLU,BRD-K01109406,,nitisinone,BRD-K01109406,,nitisinone,BRD-K01109406,,nitisinone,,,
OUDSBRTVNLOZBN,BRD-K32164935,,tolazamide,BRD-K32164935,,tolazamide,BRD-K32164935,,tolazamide,BRD-K32164935,,tolazamide
OUJTZYPIHDYQMC,BRD-K41185545,,ambrisentan,BRD-K41185545,,ambrisentan,BRD-K41185545,,ambrisentan,BRD-K41185545,,ambrisentan
OUKWLRHRXOPODD,BRD-K87465484,,UNC0646,BRD-K87465484,,UNC0646,BRD-K87465484,,UNC0646,BRD-K87465484,,UNC0646
OUKYUETWWIPKQR,BRD-K19540840,,saracatinib,BRD-K19540840,,saracatinib,BRD-K19540840,,saracatinib,BRD-K19540840,,saracatinib
OUPXSLGGCPUZJJ,BRD-K89787693,,"[sar9,met(o2)11]-substance-p",BRD-K89787693,,"[sar9,met(o2)11]-substance-p",BRD-K89787693,,"[sar9,met(o2)11]-substance-p",BRD-K89787693,,"[sar9,met(o2)11]-substance-p"
OUPZKGBUJRBPGC,BRD-A39935389,,teroxirone,BRD-A39935389,,teroxirone,BRD-A39935389,,teroxirone,BRD-A39935389,,teroxirone
OUQVKRKGTAUJQA,BRD-K56807945,,FG-2216,BRD-K56807945,,FG-2216,BRD-K56807945,,FG-2216,BRD-K56807945,,FG-2216
OUSFTKFNBAZUKL,BRD-K43389698,,BMS-387032,BRD-K43389698,,BMS-387032,BRD-K43389698,,BMS-387032,BRD-K43389698,,BMS-387032
OUYCCCASQSFEME,BRD-A20781140,,plovamer-acetate,BRD-A20781140,,plovamer-acetate,BRD-A20781140,,plovamer-acetate,BRD-A20781140,,plovamer-acetate
OUZWUKMCLIBBOG,BRD-K18131774,,ethoxzolamide,BRD-K18131774,,ethoxzolamide,BRD-K18131774,,ethoxzolamide,BRD-K18131774,,ethoxzolamide
OVBPIULPVIDEAO,BRD-K18673820,,folic-acid,BRD-K18673820,,folic-acid,BRD-K18673820,,folic-acid,BRD-K18673820,,folic-acid
OVCDSSHSILBFBN,BRD-K91290917,,amodiaquine,BRD-K91290917,,amodiaquine,BRD-K91290917,BRD-K73443792,amodiaquine,BRD-K91290917,BRD-K73443792,amodiaquine
OVDSPTSBIQCAIN,BRD-K56032964,,AP26113,BRD-K56032964,,AP26113,BRD-K56032964,,AP26113,BRD-K56032964,,AP26113
OVGGLBAWFMIPPY,BRD-K56735750,,carbadox,BRD-K56735750,,carbadox,BRD-K56735750,BRD-K06386100,carbadox,BRD-K56735750,BRD-K06386100,carbadox
OVGORFFCBUIFIA,BRD-A66284731,,fenipentol,BRD-A66284731,,fenipentol,BRD-A66284731,,fenipentol,BRD-A66284731,,fenipentol
OVIWLBQFYMOVOF,BRD-A72591750,,omadacycline,BRD-A72591750,,omadacycline,BRD-A72591750,,omadacycline,BRD-K00003569,,omadacycline
OVJBNYKNHXJGSA,BRD-K45551181,,MPI-0479605,BRD-K45551181,,MPI-0479605,BRD-K45551181,,MPI-0479605,BRD-K45551181,,MPI-0479605
OVPNQJVDAFNBDN,BRD-K13390322,,AT-7519,BRD-K13390322,,AT-7519,BRD-K13390322,,AT-7519,BRD-K13390322,,AT-7519
OVRNDRQMDRJTHS,BRD-A92872453,,N-acetylmannosamine,BRD-A92872453,,N-acetylmannosamine,BRD-A92872453,,N-acetylmannosamine,BRD-A92872453,,N-acetylmannosamine
OVSQVDMCBVZWGM,BRD-A63780829,,hyperin,BRD-A63780829,,hyperin,BRD-A63780829,,hyperin,BRD-A63780829|BRD-K73991644,,hyperin|isoquercitrin
OVTCHWSLKGENKP,BRD-K46133855,,NXY-059,BRD-K46133855,,NXY-059,BRD-K46133855,,NXY-059,BRD-K46133855,,NXY-059
OVZWUDZIAAHNFG,BRD-K93806173,,N-MPPP,BRD-K93806173,,N-MPPP,BRD-K93806173,,N-MPPP,BRD-K93806173,,N-MPPP
OWBFCJROIKNMGD,BRD-K55187425,,rigosertib,BRD-K55187425,,rigosertib,BRD-K55187425,,rigosertib,BRD-K55187425,,rigosertib
OWEGWHBOCFMBLP,BRD-A61676498,,climbazole,BRD-A61676498,,climbazole,BRD-A61676498,,climbazole,BRD-A61676498,,climbazole
OWKXRDQRMTVCEX,BRD-K85764479,,somantadine,BRD-K85764479,,somantadine,BRD-K85764479,,somantadine,BRD-K85764479,,somantadine
OWPMENVYXDJDOW,BRD-K65503129,,CCT018159,BRD-K65503129,,CCT018159,BRD-K65503129,,CCT018159,BRD-K65503129,,CCT018159
OWQBPOUTHXCWAF,BRD-M57185017,,U-50488-(+/-),,,,,,,,,
OWQUZNMMYNAXSL,BRD-K22936972,,diphenylpyraline,BRD-K22936972,,diphenylpyraline,BRD-K22936972,,diphenylpyraline,BRD-K22936972,,diphenylpyraline
OWRCNXZUPFZXOS,BRD-K12362304,,diphenylguanidine,BRD-K12362304,,diphenylguanidine,BRD-K12362304,,diphenylguanidine,BRD-K12362304,,diphenylguanidine
OWWLUIWOFHMHOQ,BRD-A21544762,,pipecuronium,BRD-A21544762,,pipecuronium,BRD-A21544762,,pipecuronium,BRD-A21544762,,pipecuronium
OWWVHQUOYSPNNE,BRD-K54799382,,parethoxycaine,BRD-K54799382,,parethoxycaine,BRD-K54799382,,parethoxycaine,BRD-K54799382,,parethoxycaine
OWYLAEYXIQKAOL,BRD-K19462402,,buflomedil,BRD-K19462402,,buflomedil,BRD-K19462402,,buflomedil,BRD-K19462402,,buflomedil
OXHMDMVBLQNMGP,BRD-K75016267,,SNG-1153,BRD-K75016267,,SNG-1153,BRD-K75016267,,SNG-1153,BRD-K75016267,,SNG-1153
OXLZNBCNGJWPRV,BRD-A33894669,,hexoprenaline,BRD-A33894669,,hexoprenaline,BRD-A33894669,,hexoprenaline,BRD-A33894669,,hexoprenaline
OXZMQFKVNVQMLI,BRD-K06208435,,YS-035,BRD-K06208435,,YS-035,BRD-K06208435,,YS-035,BRD-K06208435,,YS-035
OYHQOLUKZRVURQ,BRD-K08973992,,linoleic-acid,BRD-K08973992,,linoleic-acid,BRD-K08973992,,linoleic-acid,BRD-K08973992,,linoleic-acid
OYINILBBZAQBEV,BRD-K23728266,,chlorophyllin,BRD-K23728266,,chlorophyllin,BRD-K23728266,,chlorophyllin,,,
OYJABWUHUYVDMJ,BRD-M40700687,,paromomycin,BRD-M40700687,,paromomycin,,,,,,
OYMNPJXKQVTQTR,BRD-K15601958,,SEW-2871,BRD-K15601958,,SEW-2871,BRD-K15601958,,SEW-2871,BRD-K15601958,,SEW-2871
OYONTEXKYJZFHA,BRD-K55218890|BRD-K95435023,,PHA-665752,BRD-K55218890|BRD-K95435023,,PHA-665752,BRD-K95435023,BRD-K55218890,PHA-665752,BRD-K95435023,BRD-K55218890,PHA-665752
OYPPVKRFBIWMSX,BRD-K46914825,,zimelidine,BRD-K46914825,,zimelidine,BRD-K46914825,,zimelidine,BRD-K46914825,,zimelidine
OYSKUZDIHNKWLV,BRD-A76672327,,clindamycin-palmitate,BRD-A76672327,,clindamycin-palmitate,BRD-A76672327,,clindamycin-palmitate,BRD-K10759270,,clindamycin-palmitate
OYTKINVCDFNREN,BRD-K80262108,,amifampridine,BRD-K80262108,,amifampridine,BRD-K80262108,,amifampridine,BRD-K80262108,,amifampridine
OYVAGSVQBOHSSS,BRD-A12918100|BRD-A42083487,,bleomycin,BRD-A12918100|BRD-A42083487,,bleomycin,BRD-A12918100|BRD-A42083487,,bleomycin,BRD-K00003588,,bleomycin
OYYDSUSKLWTMMQ,BRD-K69469734,,trospium,BRD-K69469734,,trospium,BRD-K69469734,,trospium,BRD-K00003641,,trospium
OYYVWNDMOQPMGE,BRD-K14988953,,AS-252424,BRD-K14988953,,AS-252424,BRD-K14988953,,AS-252424,BRD-K14988953,,AS-252424
OZBFBAYESADVDX,BRD-A28329383,,MTPG,BRD-A28329383,,MTPG,BRD-A28329383,,MTPG,BRD-A28329383,,MTPG
OZCACMPSTYQSMM,BRD-A11070335,,carbazochrome,BRD-A11070335,,carbazochrome,BRD-A11070335,,carbazochrome,BRD-A11070335,,carbazochrome
OZGNYLLQHRPOBR,BRD-K74141488,,naftifine,BRD-K74141488,,naftifine,BRD-K74141488,,naftifine,BRD-K74141488,,naftifine
OZLPUNFFCJDMJD,BRD-K43106192,,gallamine-triethiodide,BRD-K43106192,,gallamine-triethiodide,BRD-K43106192,,gallamine-triethiodide,BRD-K43106192,,gallamine-triethiodide
OZOMQRBLCMDCEG,BRD-K81272440,,dantrolene,BRD-K81272440,,dantrolene,BRD-K81272440,,dantrolene,BRD-K81272440,,dantrolene
OZPFIJIOIVJZMN,BRD-K00674894,,orteronel,BRD-K00674894,,orteronel,BRD-K00674894,BRD-A12409803,orteronel,BRD-K00674894,BRD-A12409803,orteronel
OZSMSRIUUDGTEP,BRD-K68402494,,ML-9,BRD-K68402494,,ML-9,BRD-K68402494,,ML-9,BRD-K68402494,,ML9
OZVBMTJYIDMWIL,BRD-A80151636|BRD-K14496212,,bromocriptine,BRD-A80151636|BRD-K14496212,,bromocriptine,BRD-K14496212,BRD-A80151636,bromocriptine,BRD-K14496212,BRD-A80151636,bromocriptine
